"ano","regiao","uf","municipio","ef_LP5","ef_LP9","ef_MT5","ef_MT9","ef_abandono"
"2015","Norte","AM","1301852",0.889728239015435,0.963192438136071,0.896538099285578,0.968893962932378,0.128528016301057
"2013","Norte","AM","1301902",0.707969232423906,0.966259978816579,0.766731590928644,0.969559315646457,0.305521881432027
"2015","Norte","AM","1301902",0.930956596718728,0.978108167874671,0.931614579815995,0.976734975262621,0.326279950135577
"2013","Norte","AM","1301951",0.624526286255932,0.96012639649461,0.727499000633138,0.970061298205289,0.0815505034797053
"2015","Norte","AM","1301951",0.821618907050547,0.92869998852605,0.839301092655568,0.957984175645144,0.0752282355279706
"2013","Norte","AM","1302009",0.715429425888217,0.974879392565217,0.809726451762569,0.972327655653549,0.166823116506212
"2013","Norte","AM","1302108",0.601180326380352,0.973040358937585,0.640775363112302,0.970108206497777,0.0949289821221107
"2015","Norte","AM","1302108",0.88316224782534,0.964950333186039,0.86429082287067,0.967472977607324,0.285736986103777
"2013","Norte","AM","1302207",0.599941562839339,0.941276954023826,0.664968887653704,0.96423736730667,0.0528935853939054
"2015","Norte","AM","1302207",0.882181428998629,0.965180030904346,0.895190617412141,0.971088591942668,0.12361183847161
"2013","Norte","AM","1302306",0.639883916486038,0.958163351950714,0.696849404279682,0.968655396924295,0.158444204972608
"2013","Norte","AM","1302405",0.658119151723799,0.952750623893782,0.721794360920405,0.965564863411974,0.116996412575029
"2015","Norte","AM","1302405",0.863473580691482,0.959539738687631,0.86659401962455,0.966479442782839,0.113269145869821
"2013","Norte","AM","1302504",0.670175230240541,0.959223823515142,0.741956973051534,0.967808979307898,0.164377574178492
"2015","Norte","AM","1302504",0.902023926410347,0.968672988634229,0.913014895707882,0.971387439418456,0.223245218743809
"2013","Norte","AM","1302553",0.628200770253527,0.908857639763002,0.66485639485767,0.944713891063225,0.200125563014858
"2015","Norte","AM","1302553",0.800468735425703,0.917972996754433,0.826717408140815,0.954772142192385,0.332470336344352
"2013","Norte","AM","1302603",0.726867199665185,0.971001605397015,0.796860135562087,0.972671564697979,0.388371693261817
"2015","Norte","AM","1302603",0.942692288078433,0.979781333130662,0.945073110008831,0.97787208746803,0.695590218815176
"2013","Norte","AM","1302702",0.681229449222532,0.95983667507911,0.766184243844115,0.968738798847107,0.248236478393258
"2015","Norte","AM","1302702",0.884121240049744,0.966532573248199,0.900571365382793,0.97130736528034,0.282698787241748
"2013","Norte","AM","1302801",0.636340984440062,0.9633264334047,0.707920686206351,0.967133193565528,0.121607339602847
"2015","Norte","AM","1302801",0.900007896322087,0.972856615013611,0.892765900018841,0.972811692957337,0.162874666560601
"2013","Norte","AM","1302900",0.727168778243697,0.966114668190959,0.816384519626836,0.971947502726349,0.163154986942939
"2015","Norte","AM","1302900",0.94083063435283,0.976840354364327,0.934482365230329,0.975633030400471,0.144384343121818
"2013","Norte","AM","1303007",0.699503116854543,0.916618625841592,0.771182020727921,0.95322932742569,0.314678686881381
"2015","Norte","AM","1303007",0.879116098571135,0.961862856365985,0.898179312014572,0.969370703633295,0.375716505009696
"2013","Norte","AM","1303106",0.682306484717113,0.967838560033352,0.774976060927196,0.971117587449544,0.21931796503647
"2013","Norte","AM","1303205",0.701671965933857,0.981170706178042,0.785318703623961,0.979147055776098,0.0558831794476406
"2015","Norte","AM","1303205",0.928462520764137,0.972968075939304,0.929975781608679,0.974288948325642,0.0727911759186574
"2013","Norte","AM","1303304",0.721839571834441,0.978888803316785,0.823700380324595,0.979511144642877,0.162069449124246
"2015","Norte","AM","1303304",0.923783131152912,0.972021356637742,0.910423796004738,0.970708543194826,0.0744389247392288
"2013","Norte","AM","1303403",0.726025773904385,0.972554456616356,0.803007304638663,0.972291297164793,0.445292262957293
"2015","Norte","AM","1303403",0.945046297833809,0.980451332676378,0.942117518730152,0.977830817288025,0.398769167759384
"2013","Norte","AM","1303502",0.601291145813114,0.880781373497404,0.688285305257291,0.9454829803216,0.123356428545907
"2013","Norte","AM","1303536",0.730757087858153,0.974088030884739,0.796150752810737,0.973214442330681,0.222235714381802
"2015","Norte","AM","1303536",0.943189459347637,0.977905479066703,0.923815920357377,0.97367870792503,0.296556643785467
"2013","Norte","AM","1303569",0.631664233743273,0.943627093380096,0.687735205621415,0.963748318443755,0.16945239067425
"2015","Norte","AM","1303569",0.894535059972689,0.965732528883146,0.920688649719853,0.972249987457898,0.23140273159374
"2013","Norte","AM","1303700",0.55124527260867,0.931884318167261,0.600528885439653,0.963951153448843,0.197857093156397
"2015","Norte","AM","1303700",0.84677733316922,0.947335033835422,0.851786372954651,0.962134368130868,0.14471599545002
"2013","Norte","AM","1303809",0.640907105524522,0.962939802466416,0.69571043526208,0.966056631378257,0.0850842888501935
"2015","Norte","AM","1303809",0.847028936963859,0.946421461751509,0.86568147845617,0.963489922155478,0.103795278332083
"2013","Norte","AM","1303908",0.596369810420371,0.926772306370497,0.637552079314372,0.956915645638962,0.182306837638234
"2015","Norte","AM","1303908",0.774654893282429,0.89374614962171,0.818947181263235,0.953905941185919,0.29598940602589
"2013","Norte","AM","1303957",0.611543591129904,0.926485561088344,0.707356634728344,0.954180144648525,0.09037373142239
"2015","Norte","AM","1303957",0.867960851007588,0.957107986151785,0.898324394614109,0.967565610657816,0.19474775629258
"2013","Norte","AM","1304005",0.654853047020484,0.951617515217691,0.733065100068651,0.967916971553183,0.369629018674095
"2015","Norte","AM","1304005",0.894331606252958,0.966966383485563,0.920946252921381,0.97192437945939,0.32212097482973
"2013","Norte","AM","1304104",0.689651542482645,0.974481760064194,0.7841134199495,0.975831998673996,0.0822847948924934
"2015","Norte","AM","1304104",0.909822479797051,0.973068122121772,0.897572730129442,0.972270070134641,0.150322484343758
"2013","Norte","AM","1304203",0.694480757938199,0.9758776049989,0.761758611206294,0.975461033451882,0.18598540563143
"2015","Norte","AM","1304203",0.947355121777457,0.980405780042027,0.936402257291888,0.977321915885872,0.157154762864295
"2013","Norte","AM","1304237",0.569842471879549,0.910058354928433,0.602557114649633,0.95015515719033,0.276733180892495
"2015","Norte","AM","1304237",0.823519158040216,0.933824386513386,0.814353594035477,0.954053171942119,0.304202032750121
"2015","Norte","AM","1304260",0.815334610909733,0.916357135036553,0.8528583329339,0.957167486858501,0.0837562439095242
"2013","Norte","AM","1304302",0.6800094809157,0.949317235795219,0.743837877956278,0.964211741876403,0.505257604812956
"2013","Norte","AM","1304401",0.664251590441985,0.94036699334478,0.811995675497697,0.960830914494802,0.211953948851764
"2015","Norte","AM","1304401",0.894694539039511,0.969068983552474,0.893683470375341,0.969281582010311,0.209452653006442
"2013","Norte","RR","1400027",0.635079340785556,0.938656737268898,0.713457126613356,0.964355456556094,0.456503691337563
"2015","Norte","RR","1400027",0.874133924562414,0.96218220810766,0.881004547181051,0.966967250456991,0.51040454919462
"2013","Norte","RR","1400050",0.632579332112086,0.920665336506344,0.704875301162042,0.958213171893854,0.126197704246054
"2013","Norte","RR","1400100",0.714735810629218,0.954505701038482,0.821523986114192,0.968225080968941,0.901108506690834
"2015","Norte","RR","1400100",0.886048288258894,0.96460100648702,0.915631746276871,0.971084931608623,0.878169396209698
"2013","Norte","RR","1400159",0.600216109387589,0.902021733122565,0.675784421579342,0.95060102385746,0.170741941306578
