"ano","regiao","uf","municipio","ef_LP5","ef_LP9","ef_MT5","ef_MT9","ef_aband"
"2013","Norte","RO","1100403",0.707370594048791,0.883451640050539,0.778136820484021,0.944279135743356,0.497708481019929
"2015","Norte","RO","1100403",0.949975512151335,0.918122269403293,0.956370666019242,0.936614335468084,0.431669960740427
"2013","Norte","RO","1100452",0.818323773916939,0.896052804718284,0.880981347125424,0.930455393484951,0.604845227087201
"2015","Norte","RO","1100452",0.952432675828531,0.919706457098288,0.956148296039262,0.935134123632877,0.415587000224271
"2013","Norte","RO","1100502",0.802536817575464,0.913860974010191,0.854295186553631,0.976291942385262,0.500308017899426
"2015","Norte","RO","1100502",0.956821596734001,0.953183927716637,0.96365753567694,0.990087703894704,0.834842505574039
"2013","Norte","RO","1100601",0.767688016227639,0.879763590805216,0.843654720875916,0.923735378644259,0.368692159828628
"2015","Norte","RO","1100601",0.945489023911377,0.931978046002417,0.93493222195864,0.954360207135247,0.481952440642349
"2013","Norte","RO","1100700",0.729894028542549,0.897415585266495,0.815941424767924,0.959084364176289,0.58988503107347
"2015","Norte","RO","1100700",0.960321540167979,0.939468600189217,0.960534326216991,0.959465365433792,0.39220149541014
"2013","Norte","RO","1100809",0.688124769449467,0.911604727188434,0.740159666005875,0.930637468271355,0.175090281928374
"2015","Norte","RO","1100809",0.92904236139883,0.923389749786446,0.930234856341482,0.951345306183052,0.195148961439503
"2015","Norte","RO","1100908",0.847513795509142,0.8826134205277,0.853240214608786,0.99118570734619,0.749119761087994
"2013","Norte","RO","1100924",0.768313591568855,0.880432466462221,0.837025839202713,0.919941291894984,0.489836997158639
"2015","Norte","RO","1100924",0.945667281125294,0.904198545598829,0.960626609084437,0.93462216485412,0.672227944226435
"2013","Norte","RO","1100940",0.722785100171045,0.917111287447537,0.767658945688136,0.966729171013627,0.15098487813002
"2015","Norte","RO","1100940",0.936263377980126,0.929861498157082,0.945287400080404,0.965477320175539,0.215314881049284
"2013","Norte","RO","1101005",0.737088029562376,0.881926591885545,0.805923453763936,0.989699584997104,0.24354920846805
"2015","Norte","RO","1101005",0.932774038752331,0.929491103198956,0.945679140692348,0.990547293862084,0.217647584218038
"2013","Norte","RO","1101104",0.68290290785379,0.86440696726647,0.739056202234847,0.928329483956432,0.511062050248636
"2015","Norte","RO","1101104",0.946185280978161,0.908625384780001,0.934253490469542,0.911832625268807,0.544050655142612
"2013","Norte","RO","1101203",0.84684497104688,0.944835484854465,0.917779150835446,0.968667823508033,0.405520121336212
"2015","Norte","RO","1101203",0.96563621448999,0.962937950126424,0.968241396007585,0.985088123542615,0.714519790022998
"2013","Norte","RO","1101302",0.839396498241968,0.941811285905912,0.884780636077557,0.976279737874968,0.561460937613951
"2015","Norte","RO","1101302",0.944199680485997,0.941650593518517,0.963399009335523,0.981057051297009,0.666532713439542
"2013","Norte","RO","1101401",0.770481951057676,0.935496292719029,0.843083148288393,0.944959273164275,0.361403962598346
"2015","Norte","RO","1101401",0.963340685099215,0.931935527442614,0.974933495047106,0.944995186916792,0.308844618668139
"2015","Norte","RO","1101435",0.932608280591953,0.929686611759959,0.950303550575207,0.961971711862219,0.243398567426484
"2013","Norte","RO","1101450",0.690133172336991,0.912140682398621,0.753966423036305,0.984278426871024,0.259539752405516
"2015","Norte","RO","1101450",0.952149399561577,0.943438349587535,0.962716319627077,0.984203101358354,0.118427085974386
"2013","Norte","RO","1101468",0.810519791749595,0.918917395417246,0.883875775023842,0.960747547427698,0.81028089722938
"2015","Norte","RO","1101468",0.961138628432744,0.96273480066778,0.954251610666315,0.98929877020553,0.819771749493546
"2013","Norte","RO","1101476",0.771139230208888,0.903499860918238,0.833319081365135,0.992010626898964,0.701748459578556
"2015","Norte","RO","1101476",0.940614856540933,0.959650438542361,0.946776346025174,0.99615802582278,0.697238023747832
"2013","Norte","RO","1101484",0.731040945421153,0.91510422229613,0.838427090017022,0.935644025225983,0.777593337969815
"2015","Norte","RO","1101484",0.945665186555045,0.943728187363191,0.945272692630151,0.986648408559495,0.730073753704088
"2013","Norte","RO","1101492",0.761399155218154,0.897038101565631,0.830290309653484,0.960822899303254,0.41412989443848
"2015","Norte","RO","1101492",0.96232818735251,0.948709785539108,0.965495427355252,0.964082701657928,0.564961094705661
"2013","Norte","RO","1101500",0.687017230622085,0.912902224852558,0.748816148357384,0.956444526841058,0.700356841527299
"2015","Norte","RO","1101500",0.965399807991295,0.96235673029099,0.965748073832573,0.980812374273036,0.695286850908321
"2013","Norte","RO","1101559",0.816097863526385,0.943784270657819,0.882437050482487,0.976156402741171,0.199009999379841
"2015","Norte","RO","1101559",0.921504244059414,0.901941702700247,0.940762636604648,0.959147445852183,0.27622849722428
"2013","Norte","RO","1101609",0.777776089907959,0.91653147551831,0.849725432843422,0.955676076691075,0.406757835100631
"2015","Norte","RO","1101609",0.966709742805917,0.955598507842,0.970548727854139,0.972349131479201,0.510822604193383
"2013","Norte","RO","1101708",0.802989900903924,0.94733006702111,0.893288251943549,0.965718868782063,0.281433225666969
"2015","Norte","RO","1101708",0.967316885487389,0.963625313740965,0.974782622500463,0.976123651813812,0.496684827538178
"2013","Norte","RO","1101757",0.805750097629594,0.935383152216692,0.8575039872189,0.963406027990006,0.342562980748488
"2015","Norte","RO","1101757",0.960947818831721,0.954022991796247,0.957874811841805,0.95386035349313,0.252728055427372
"2013","Norte","RO","1101807",0.776853404054526,0.909831177577669,0.846946745995075,0.949252680384853,0.321319382158837
"2015","Norte","RO","1101807",0.943900444647502,0.933468410412157,0.946006026917106,0.968832299887978,0.306172908524869
"2015","Norte","AC","1200013",0.949740202463396,0.906820505045392,0.946535480236693,0.911802510864426,0.564394978765854
"2013","Norte","AC","1200054",0.785272854119762,0.874245812676905,0.827847681277641,0.872009099703912,0.5249508957043
"2015","Norte","AC","1200054",0.971123624305534,0.905555551075394,0.975781732263878,0.864171523964916,0.20420466112142
"2013","Norte","AC","1200104",0.91271320115156,0.943480059857098,0.948488345463485,0.90020145619403,0.403941256998674
"2015","Norte","AC","1200104",0.982843744924572,0.946584670487413,0.984621178783243,0.894263241567293,0.573007410610866
"2013","Norte","AC","1200138",0.71661959468565,0.881814349753021,0.723379744426434,0.908374797500645,0.0599543460171277
"2015","Norte","AC","1200138",0.903822775056549,0.869818676511107,0.904149384485554,0.912068167449854,0.373175180466132
"2013","Norte","AC","1200179",0.745512177162623,0.905059546862751,0.794605724888636,0.917621271692774,0.243113492366833
"2013","Norte","AC","1200203",0.877375852704702,0.905178425061842,0.898377130781229,0.913295482282511,0.503381888199928
"2015","Norte","AC","1200203",0.978508282431285,0.917876474051202,0.979516992234971,0.894624253355725,0.843538501722132
"2013","Norte","AC","1200252",0.762761214406136,0.928509234916806,0.803322146166558,0.951823725934278,0.538825326314747
"2015","Norte","AC","1200252",0.951930853221237,0.937359492579144,0.947876805294401,0.951412386064041,0.443861210396849
"2013","Norte","AC","1200302",0.834555472675269,0.907740271866379,0.883940374114693,0.888958878859293,0.165713180524653
"2015","Norte","AC","1200302",0.971887186820976,0.933374876429375,0.970732837183019,0.894219342558215,0.242604061813223
"2013","Norte","AC","1200328",0.796017162566112,0.843117678634182,0.808217068350574,0.881279413044719,0.346948393173637
